iter	Passed	Remaining
806	5547	1326
807	5554	1319
808	5573	1315
809	5578	1308
810	5587	1302
811	5592	1294
812	5595	1287
813	5601	1279
814	5607	1272
815	5614	1265
816	5619	1258
817	5624	1251
818	5628	1243
819	5632	1236
820	5635	1228
821	5638	1220
822	5643	1213
823	5648	1206
824	5652	1198
825	5656	1191
826	5659	1183
827	5662	1176
828	5666	1168
829	5669	1161
830	5674	1153
831	5677	1146
832	5681	1138
833	5683	1131
834	5688	1124
835	5693	1116
836	5696	1109
837	5701	1102
838	5704	1094
839	5708	1087
840	5711	1079
841	5716	1072
842	5720	1065
843	5723	1057
844	5726	1050
845	5735	1043
846	5741	1037
847	5760	1032
848	5765	1025
849	5768	1017
850	5772	1010
851	5777	1003
852	5781	996
853	5785	989
854	5791	982
855	5796	975
856	5800	967
857	5806	960
858	5810	953
859	5813	946
860	5817	939
861	5822	932
862	5826	924
863	5830	917
864	5836	910
865	5843	904
866	5846	896
867	5851	889
868	5854	882
869	5858	875
870	5865	868
871	5871	861
872	5875	854
873	5880	847
874	5885	840
875	5890	833
876	5896	826
877	5900	819
878	5904	812
879	5907	805
880	5910	798
881	5916	791
882	5922	784
883	5929	778
884	5937	771
885	5942	764
886	5947	757
887	5950	750
888	5953	743
889	5957	736
890	5960	729
891	5965	722
892	5968	715
893	5973	708
894	5977	701
895	5980	694
896	5985	687
897	5988	680
898	5993	673
899	5997	666
900	6002	659
901	6006	652
902	6010	645
903	6015	638
904	6018	631
905	6035	626
906	6039	619
907	6045	612
908	6049	605
909	6052	598
910	6057	591
911	6059	584
912	6063	577
913	6066	570
914	6070	563
915	6075	557
916	6078	550
917	6081	543
918	6085	536
919	6088	529
920	6092	522
921	6095	515
922	6100	508
923	6103	501
924	6108	495
925	6114	488
926	6119	481
927	6123	475
928	6126	468
929	6129	461
930	6132	454
931	6136	447
932	6139	440
933	6142	434
934	6149	427
935	6153	420
936	6157	414
937	6161	407
938	6165	400
939	6170	393
940	6173	387
941	6178	380
942	6181	373
943	6184	366
944	6186	360
945	6190	353
946	6193	346
947	6197	339
948	6201	333
949	6207	326
950	6210	320
951	6213	313
952	6216	306
953	6221	299
954	6225	293
955	6228	286
956	6231	279
957	6235	273
958	6238	266
959	6242	260
960	6245	253
961	6248	246
962	6251	240
963	6255	233
964	6258	227
965	6262	220
966	6266	213
967	6269	207
968	6272	200
969	6275	194
970	6279	187
971	6281	180
972	6286	174
973	6289	167
974	6294	161
975	6300	154
976	6305	148
977	6309	141
978	6312	135
979	6315	128
980	6318	122
981	6321	115
982	6326	109
983	6329	102
984	6332	96
985	6335	89
986	6339	83
987	6342	77
988	6345	70
989	6349	64
990	6367	57
991	6370	51
992	6373	44
993	6376	38
994	6380	32
995	6383	25
996	6387	19
997	6390	12
998	6392	6
999	6395	0
